ccode,country,base_year,leader,autocoup_attempt,autocoup_outcome,regime,GDP_pc,GDP_trend,polity5,violence,age,pop_log
52,Trinidad and Tobago,1989,Robinson,0,NA,parliamentary,12.014,0.8520567375886524,8,0,63,4.861833616150174
52,Trinidad and Tobago,1993,Manning,0,NA,parliamentary,11.872,0.9900098400573726,8,0,47,4.880010150426575
52,Trinidad and Tobago,1998,Panday,0,NA,parliamentary,14.359,1.1475632562377125,9,0,65,4.887766849639986
52,Trinidad and Tobago,2006,Manning,0,NA,parliamentary,28.448,1.3167688063542613,10,0,59,4.913867385654958
52,Trinidad and Tobago,2013,Kamla Persad-Bissessar,0,NA,parliamentary,31.848,1.0220139913997819,10,0,61,4.934178925591469
53,Barbados,1971,Barrow,0,NA,parliamentary,13.066,1.2144477079228166,NA,0,51,3.2545518013206705
53,Barbados,1980,Adams,0,NA,parliamentary,13.387,1.0578594683440277,NA,0,49,3.303290500010562
53,Barbados,1985,St. John,0,NA,parliamentary,13.489,1.0249376937572185,NA,0,54,3.3098858632115644
53,Barbados,1986,Barrow,0,NA,parliamentary,14.201,1.0773677662124845,NA,0,66,3.3164742936320954
53,Barbados,1991,Sandiford,0,NA,parliamentary,15.749,1.0321933699484855,NA,0,54,3.333667724868556
53,Barbados,2001,Arthur,0,NA,parliamentary,18.497,1.008164733583326,NA,0,52,3.392627430979088
53,Barbados,2009,Thompson,0,NA,parliamentary,18.197,0.9486398848932865,NA,0,48,3.4251742910436036
53,Barbados,2014,Stuart,0,NA,parliamentary,16.309,0.9508290385019007,NA,0,63,3.434696630202559
70,Mexico,1949,Aleman Valdes,0,NA,dominant-party,3.568,1.1237795275590552,-6,0,46,7.985329137063639
70,Mexico,1955,Ruiz Cortines,0,NA,dominant-party,4.644,1.0950764006791172,-6,0,65,8.190996460495892
70,Mexico,1961,Lopez Mateos,0,NA,dominant-party,5.526,1.0822137793270925,-6,0,51,8.361904063803145
70,Mexico,1967,Diaz Ordaz,0,NA,dominant-party,7.136,1.1369574915556688,-6,0,56,8.541684417876125
70,Mexico,1973,Echeverria Alvarez,0,NA,dominant-party,8.845,1.11848760748609,-6,0,51,8.719884698208542
70,Mexico,1979,Lopez Portillo,0,NA,dominant-party,11.146,1.1445882111316494,-3,0,59,8.878161366236418
70,Mexico,1985,de La Madrid,0,NA,dominant-party,11.476,0.9585219584718441,-3,0,51,9.01369682332868
70,Mexico,1991,Salinas,0,NA,dominant-party,11.635,1.0533224696722796,0,0,43,9.130388310194183
70,Mexico,1997,Zedillo,0,NA,dominant-party,12.58,1.0534248869536091,6,1,46,9.22876391151293
70,Mexico,2003,Vicente Fox Quesada,0,NA,presidential,13.713,1.0199027176580837,8,0,61,9.3071635883813
70,Mexico,2009,Calderon,0,NA,presidential,14.425,0.9951432868358239,8,4,47,9.385035000891364
70,Mexico,2015,Enrique Pena Nieto,0,NA,presidential,16.113,1.0513506459611117,8,4,49,9.46653417671452
90,Guatemala,1945,Arbenz Guzman,0,NA,presidential,2.735,0.8349615337648064,5,4,32,5.5701063096479
90,Guatemala,1948,Arevalo,0,NA,presidential,2.813,0.9968814232050465,5,0,44,5.660276325458144
90,Guatemala,1952,Arbenz Guzman,0,NA,presidential,2.671,0.9611370996761425,2,0,39,5.837514680449742
90,Guatemala,1954,Diaz,0,NA,presidential,2.659,0.9765682385779344,-6,1,44,5.905173819479123
90,Guatemala,1954,Monzon,0,NA,presidential,2.659,0.9765682385779344,-6,1,42,5.905173819479123
90,Guatemala,1956,Castillo Armas,0,NA,personal,2.714,1.0157185628742513,-6,0,42,5.967870892941537
90,Guatemala,1957,Gonzalez Lopez,0,NA,personal,2.746,1.0269259536275244,-6,0,57,6.001102948127979
90,Guatemala,1957,Mendoza Azurdia,0,NA,personal,2.746,1.0269259536275244,-6,0,40,6.001102948127979
90,Guatemala,1957,Flores Avendano,0,NA,personal,2.746,1.0269259536275244,-6,0,59,6.001102948127979
90,Guatemala,1960,Ydigoras Fuente,0,NA,personal,2.828,1.0293368275460435,-5,0,65,6.088160130433881
90,Guatemala,1964,Peralta Azurdia,0,NA,military,3.065,1.0649016746577722,-5,0,56,6.210863094641322
90,Guatemala,1968,Mendez Montenegro,0,NA,military,3.443,1.0992975734355044,3,5,53,6.301966748438897
90,Guatemala,1972,Arana Osorio,0,NA,military,3.933,1.1100135470760892,1,5,54,6.4019768964376595
90,Guatemala,1976,Laugerud Garcia,0,NA,military,4.4,1.0899722552516844,-3,5,46,6.492286803614399
90,Guatemala,1980,Lucas Garcia,0,NA,military,4.864,1.0675094372750418,-5,5,56,6.593912650371165
90,Guatemala,1982,Rios Montt,0,NA,military,4.605,0.9678436317780581,-7,5,56,6.640393346952338
90,Guatemala,1984,Mejia Victores,0,NA,military,4.351,0.9244858065612782,-6,5,54,6.695484899898706
90,Guatemala,1988,Cerezo,0,NA,military,4.203,0.9782608695652174,3,5,46,6.8081791127832565
90,Guatemala,1992,Serrano Elias,0,NA,military,4.524,1.0572563683103529,3,5,47,6.918480557010915
90,Guatemala,1993,Espina Salguero,0,NA,military,4.625,1.0638053178765297,3,5,47,6.942325773532302
90,NA,1994,Leon Carpio,0,NA,presidential,4.702,1.0609205776173287,3,5,52,6.970393871397629
90,Guatemala,1998,Arzu Yrigoyen,0,NA,presidential,5.105,1.0649171846969003,8,0,52,7.071858552743454
90,Guatemala,2002,Alfonso Portillo Cabrera,0,NA,presidential,5.411,1.0442720395244711,8,0,51,7.16362929651906
90,Guatemala,2006,Berger Perdomo,0,NA,presidential,5.761,1.0533148060116284,8,0,60,7.255882192384859
90,Guatemala,2010,Colom Caballeros,0,NA,presidential,6.165,1.0501839738348324,8,0,59,7.3436616477473
90,Guatemala,2013,Perez Molina,0,NA,presidential,6.455,1.0465983526817562,8,0,63,7.406176282589367
90,Guatemala,2015,Alejandro Maldonado Aguirre,0,NA,presidential,6.748,1.0597732198385528,8,0,79,7.44398955160626
90,Guatemala,2018,Jimmy Morales Cabrera,0,NA,presidential,7.045,1.0494875461804314,8,0,49,7.488259938770342
91,Honduras,1951,Galvez,0,NA,dominant-party,2.319,1.0613272311212814,-3,0,64,5.0650982265362225
91,Honduras,1955,Lozano Diaz,0,NA,personal,2.236,0.9681330100450295,-3,0,70,5.170586262535926
91,Honduras,1957,Hector Caraccioli,0,NA,presidential,2.299,1.0047198671444804,-1,1,35,5.2403174222500475
91,Honduras,1960,Villeda Morales,0,NA,presidential,2.299,1.0057747834456208,-1,0,51,5.3421189177772845
91,Honduras,1967,Lopez Arellano,0,NA,dominant-party,2.571,1.061256501279617,-1,0,46,5.57816256073155
91,Honduras,1972,Cruz,0,NA,presidential,2.647,1.021849907350216,-1,1,69,5.72666532052494
91,Honduras,1974,Lopez Arellano,0,NA,military,2.77,1.0540334855403348,-1,1,53,5.7541238160802735
91,Honduras,1976,Castro,0,NA,military,3.016,1.1111111111111112,-1,1,38,5.808472765763723
91,Honduras,1980,Paz Garcia,0,NA,military,3.325,1.0538159229208925,6,1,49,5.936902759115299
91,Honduras,1984,Suazo Cordova,0,NA,presidential,3.057,0.9469086854169247,6,2,56,6.065927099247933
91,Honduras,1988,Azcona Hoyo,0,NA,presidential,3.237,1.04264639567094,5,1,61,6.196185438532858
91,Honduras,1992,Callejas,0,NA,presidential,3.303,1.0202001482579688,6,0,49,6.3082077251553414
91,Honduras,1996,Reina,0,NA,presidential,3.406,1.0235605241014545,6,0,70,6.422548667833766
91,Honduras,2000,Flores Facusse,0,NA,presidential,3.433,1.0073356807511737,7,0,50,6.53384697577819
91,Honduras,2004,Ricardo Maduro,0,NA,presidential,3.687,1.0607019562715765,7,0,58,6.632519429951689
91,Honduras,2009,Zelaya,1,No,presidential,4.051,1.0335238289621391,7,0,57,6.744149877134028
91,Honduras,2009,Micheletti,0,NA,presidential,4.051,1.0335238289621391,7,0,61,6.744149877134028
91,Honduras,2012,Lobo,0,NA,presidential,4.231,1.0346261065192937,7,0,65,6.8053858411433
91,Honduras,2015,Hernández,1,Yes,presidential,4.495,1.0621957559430977,7,0,47,6.860632224412953
92,NA,1947,Castaneda Castro,0,NA,military,1.675,1.1057565355162398,-8,0,59,5.242286552023077
92,El Salvador,1948,Cordova,0,NA,military,1.743,1.1207561728395063,-6,0,54,5.252577046871235
92,El Salvador,1949,Osorio,0,NA,military,1.64,1.024359775140537,-6,0,39,5.25830754212834
92,El Salvador,1950,Oscar Bolanos,0,NA,military,1.435,0.8818829891838742,-6,0,38,5.2580629192757025
92,El Salvador,1953,Osorio,0,NA,dominant-party,1.412,0.930784442979565,-6,0,43,5.340897814083155
92,El Salvador,1958,Lemus,0,NA,dominant-party,1.492,1.0203802489399536,-6,0,47,5.488028221773845
92,El Salvador,1960,Castillo,0,NA,dominant-party,1.476,0.9930032292787945,0,0,45,5.571248679503906
92,El Salvador,1961,Portillo,0,NA,military,1.482,0.9943639291465378,-3,0,47,5.606636277068944
92,El Salvador,1962,Rodolfo Cordon,0,NA,military,1.545,1.0381669130493214,-3,0,63,5.640032975492241
92,El Salvador,1964,Rivera,0,NA,dominant-party,1.665,1.0995905428609167,-3,0,42,5.7023514512304185
92,El Salvador,1969,Sanchez Hernandez,0,NA,dominant-party,1.882,1.052572706935123,-3,2,52,5.856904053712287
92,El Salvador,1974,Molina,0,NA,dominant-party,2.099,1.0747567844342039,-3,0,47,5.992863568021689
92,El Salvador,1978,Romero Mena,0,NA,dominant-party,2.374,1.0862999908483573,-6,0,54,6.088981381367647
92,El Salvador,1980,Majano Ramos,0,NA,military,2.103,0.9202695606511465,6,6,42,6.116944551620768
92,El Salvador,1981,Duarte,0,NA,military,1.953,0.8593681246149784,6,6,56,6.121132235230019
92,El Salvador,1983,Magana Borjo,0,NA,military,1.847,0.8732034795763993,6,6,58,6.14287791247751
92,El Salvador,1986,Duarte,0,NA,military,1.914,1.0153846153846153,6,6,61,6.191675136737676
92,El Salvador,1991,Cristiani,0,NA,presidential,2.22,1.1142340895402532,6,6,44,6.268548785371548
92,El Salvador,1996,Calderon Sol,0,NA,presidential,2.931,1.164481525625745,7,0,48,6.344739467511934
92,El Salvador,2001,Flores,0,NA,presidential,3.42,1.0903526111075688,7,0,42,6.398117283040289
92,El Salvador,2006,Saca González,0,NA,presidential,4.141,1.132163167104112,7,0,41,6.430427291995855
92,El Salvador,2011,Funes,0,NA,presidential,4.886,1.107685332124235,8,0,52,6.473441521414241
92,El Salvador,2016,Sanchez Ceren,0,NA,presidential,5.384,1.0576356421639885,8,0,72,6.505549353962078
93,Nicaragua,1955,Anastasio Somoza Garcia,1,Yes,personal,4.016,1.1301851747621996,-8,0,59,5.049881647946452
93,Nicaragua,1947,Arguello,0,NA,personal,2.507,1.0414589564639416,-8,0,72,4.668426635623106
93,Nicaragua,1952,Anastasio Somoza Garcia,0,NA,personal,3.623,1.2648373132244102,-8,0,56,4.9528931805249945
93,Nicaragua,1963,Luis Somoza Debayle,1,Yes,personal,4.766,1.1423229950625569,-8,0,41,5.304552885230427
93,Nicaragua,1964,Shick Gutierrez,0,NA,personal,5.101,1.1841860897019223,-8,0,55,5.3417838612932
93,Nicaragua,1966,Guerrero Gutierrez,0,NA,personal,5.517,1.1525444973677614,-8,0,66,5.40229442567103
93,Nicaragua,1971,Anastasio Somoza Debayle,1,Yes,personal,5.774,1.019600918241215,-8,0,46,5.553478829935551
93,Nicaragua,1984,Daniel Ortega,0,NA,dominant-party,4.31,0.9567147613762486,-1,4,39,5.9385093462027
93,Nicaragua,1993,Violeta Chamorro,0,NA,presidential,2.776,0.9234863606121091,6,0,64,6.157853602996216
93,Nicaragua,1999,Aleman,0,NA,presidential,3.268,1.099818267483341,8,0,53,6.276994931338069
93,Nicaragua,2004,Enrique Bolanos,0,NA,presidential,3.539,1.05252200808946,8,0,76,6.350094828128566
93,Nicaragua,2009,Daniel Ortega,1,Yes,presidential,3.893,1.0452690366233486,9,0,64,6.408937274340423
94,NA,1946,Picado Michalski,0,NA,presidential,3.122,1.0560140711676362,5,0,46,4.339471368071721
94,NA,1948,Leon Herrera,0,NA,presidential,3.442,1.1352242744063326,4,1,74,4.411524755462693
94,Costa Rica,1949,Figueres Ferrer,0,NA,presidential,3.489,1.1115713011341912,9,0,43,4.464976650490018
94,Costa Rica,1951,Otilia Ulate,0,NA,presidential,3.599,1.063660007093037,9,0,59,4.588451199381217
94,Costa Rica,1956,Figueres Ferrer,0,NA,presidential,4.357,1.0792667822640576,10,0,50,4.789057183506752
94,Costa Rica,1960,Echandi Jimenez,0,NA,presidential,4.776,1.0637918745545258,10,0,45,4.938788353626398
94,Costa Rica,1964,Orlich,0,NA,presidential,5.122,1.0635382059800664,10,0,57,5.0797197169478085
94,Costa Rica,1968,Trejos,0,NA,presidential,5.916,1.108820332121303,10,0,52,5.204407705559233
94,Costa Rica,1972,Figueres Ferrer,0,NA,presidential,6.819,1.1120714961349032,10,0,66,5.31615237307295
94,Costa Rica,1976,"Quiros, Daniel",0,NA,presidential,7.7,1.0937810733259468,10,0,55,5.416700222276388
94,Costa Rica,1980,Carazo Odio,0,NA,presidential,8.237,1.032205513784461,10,0,54,5.529563999045374
94,Costa Rica,1984,Monge Alverez,0,NA,presidential,7.544,0.956607745175116,10,0,59,5.631534310448576
94,Costa Rica,1988,Arias,0,NA,presidential,7.951,1.0396725770176265,10,0,47,5.739857218793191
94,Costa Rica,1992,Calderon Fournier,0,NA,presidential,8.883,1.0909291872374915,10,0,43,5.845461418988125
94,Costa Rica,1996,Figueres Olsen,0,NA,presidential,9.623,1.0532133788634972,10,0,42,5.94683845116015
94,Costa Rica,2000,Rodriguez Echeverria,0,NA,presidential,10.57,1.0622048035373328,10,0,60,6.03818352022225
94,Costa Rica,2004,de la Espriella,0,NA,presidential,11.329,1.053860465116279,10,0,71,6.104042951024281
94,Costa Rica,2008,Arias,0,NA,presidential,13.084,1.1078746824724808,10,0,67,6.1617303916212025
94,Costa Rica,2012,Laura Chinchilla Miranda,0,NA,presidential,14.352,1.0782383964659745,10,0,53,6.215105974461345
94,Costa Rica,2016,Solis Rivera,0,NA,presidential,16.171,1.1013716916622396,10,0,58,6.263211578500567
95,NA,1947,Jimenez,0,NA,personal,2.881,0.9498219701964921,-3,0,59,4.459473668807391
95,Panama,1949,Diaz Arosomena,0,NA,personal,2.657,0.8955173576002696,-1,0,76,4.502882721445945
95,Panama,1949,Chaniz Pinzon,0,NA,personal,2.657,0.8955173576002696,-1,0,57,4.502882721445945
95,Panama,1949,"Chiari, Roberto",0,NA,personal,2.657,0.8955173576002696,-1,0,44,4.502882721445945
95,Panama,1950,"Arias, A.",0,NA,personal,2.529,0.8778202013189865,-1,0,49,4.53370640717954
95,Panama,1952,"Arosomena, A.",0,NA,dominant-party,2.47,0.9308109737714804,-1,0,69,4.592064682809611
95,Panama,1953,Remon Cantero,0,NA,dominant-party,2.517,0.9788442093801042,-1,0,45,4.619704055765128
95,Panama,1955,Guizado,0,NA,dominant-party,2.672,1.0650510204081634,4,0,56,4.667628419827702
95,Panama,1955,Arias Espinosa,0,NA,dominant-party,2.672,1.0650510204081634,4,0,43,4.667628419827702
95,Panama,1958,"Guardia Jr., E.",0,NA,dominant-party,2.931,1.0960287188691946,4,0,54,4.74252924374694
95,Panama,1962,"Chiari, Roberto",0,NA,presidential,3.503,1.15169647553919,4,0,57,4.8553450763533315
95,Panama,1966,Robles,0,NA,presidential,4.223,1.1494909902553214,4,0,61,4.969584106646641
95,Panama,1968,"Arias, A.",0,NA,presidential,4.701,1.1607407407407406,-7,0,67,5.029169142977198
95,Panama,1978,Torrijos Herrera,1,Yes,military,6.121,1.0364387551220835,-6,0,49,5.29849735034998
95,Panama,1981,Florez Aguilar,0,NA,military,7.172,1.1552090715804393,-6,0,50,5.372733505499207
95,Panama,1982,Dario Paredes,0,NA,military,7.301,1.1289973402610256,-5,0,51,5.397212023522251
95,Panama,1986,Noriega,0,NA,military,7.506,1.0295731372764183,-6,0,46,5.482861451695088
95,Panama,1992,Endara,0,NA,presidential,8.258,1.1236597180645511,8,0,56,5.600859725969252
95,Panama,1997,Balladares,0,NA,presidential,9.364,1.0811185258734155,9,0,51,5.700212777528601
95,Panama,2002,Mireya Moscoso,0,NA,presidential,10.437,1.0506553383398094,9,0,56,5.794783382872428
95,Panama,2007,Martin Torrijos,0,NA,presidential,13.671,1.179673477840674,9,0,44,5.881970500168548
95,Panama,2011,Martinelli,0,NA,presidential,16.979,1.1798182222469287,9,0,59,5.951418293289756
95,Panama,2016,Varela Rodriguez,0,NA,presidential,22.916,1.1751071728919247,9,0,53,6.042048339858762
100,NA,1946,Lleras Camargo,0,NA,dominant-party,3.326,1.0481532837514183,5,0,40,7.041828899574502
100,NA,1948,Ospina Perez,0,NA,dominant-party,3.423,1.052065404475043,-5,1,57,7.091692197043943
100,Colombia,1951,Laureanco Gomez,0,NA,dominant-party,3.548,1.0377910377910378,-5,5,62,7.153611728447059
100,Colombia,1952,Roberto Urdaneta Arbelaez,0,NA,dominant-party,3.62,1.0452760452760452,-5,5,62,7.187409211986589
100,Colombia,1956,Rojas Pinillia,1,No,military,3.883,1.0402936291057172,-5,5,56,7.31323572030608
100,Colombia,1957,Paris,0,NA,military,3.853,1.0140541109590484,7,5,47,7.344707426175091
100,Colombia,1960,Lleras Camargo,0,NA,presidential,3.956,1.022380730862666,7,5,54,7.436262458632516
100,Colombia,1964,Guillermo-Leon,0,NA,presidential,4.233,1.0506850675138997,7,0,55,7.565270618675624
100,Colombia,1968,Lleras Restropo,0,NA,presidential,4.56,1.063532045899804,7,0,60,7.6764861636960715
100,Colombia,1972,Pastrana Borrero,0,NA,presidential,5.432,1.1416081711571604,7,0,49,7.781392339840401
100,Colombia,1976,Lopez Michelsen,0,NA,presidential,6.334,1.115769447576099,8,4,63,7.874191066269716
100,Colombia,1980,Turbay,0,NA,presidential,7.095,1.082611083984375,8,4,64,7.960462886467796
100,Colombia,1984,Betancur,0,NA,presidential,7.021,0.9973578044207057,8,4,61,8.042800423980477
